job_id,job_title,company,location,experience,salaries,skill,job_type,open_postions
450,Oracle Developer,City Stars Properties -,"Heliopolis, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,APEX,Full Time,1
450,Oracle Developer,City Stars Properties -,"Heliopolis, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Oracle,Full Time,1
450,Oracle Developer,City Stars Properties -,"Heliopolis, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Software Development,Full Time,1
450,Oracle Developer,City Stars Properties -,"Heliopolis, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,computer,Full Time,1
450,Oracle Developer,City Stars Properties -,"Heliopolis, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,OCP,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",Information Technology (IT),Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",Computer Science,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",Computer Engineering,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",Software Development,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",Software Engineering,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",Web Development,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",PHP,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",HTML,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",CSS,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",MVC,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",AJAX,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",javaScript,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",jQuery,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",CodeIgniter,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",front-end,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",MySQL,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",Software,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",Engineering,Full Time,1
460,PHP Developer,The Translation Gate -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,"Confidential, Semi Annual Profit Share - Medical Insurance - Social Insurance - 2 Days Off - Data/Line Allowance",Development,Full Time,1
461,DA\BI Developer,Misr Insurance Co -,"Giza, Egypt",· 7 - 9 Yrs of Exp,Confidential,BI,Full Time,1
461,DA\BI Developer,Misr Insurance Co -,"Giza, Egypt",· 7 - 9 Yrs of Exp,Confidential,business,Full Time,1
461,DA\BI Developer,Misr Insurance Co -,"Giza, Egypt",· 7 - 9 Yrs of Exp,Confidential,BI Developer,Full Time,1
490,Facility Engineer,Alstom -,"Cairo, Egypt",· 6 - 10 Yrs of Exp,Confidential,Facility Management,Full Time,1
490,Facility Engineer,Alstom -,"Cairo, Egypt",· 6 - 10 Yrs of Exp,Confidential,Project,Full Time,1
490,Facility Engineer,Alstom -,"Cairo, Egypt",· 6 - 10 Yrs of Exp,Confidential,Facilities operations,Full Time,1
490,Facility Engineer,Alstom -,"Cairo, Egypt",· 6 - 10 Yrs of Exp,Confidential,Facilities Engineering,Full Time,1
490,Facility Engineer,Alstom -,"Cairo, Egypt",· 6 - 10 Yrs of Exp,Confidential,Fleet Management,Full Time,1
490,Facility Engineer,Alstom -,"Cairo, Egypt",· 6 - 10 Yrs of Exp,Confidential,fleet,Full Time,1
491,Business Intelligence Developer,AGG Information Technology -,"Nasr City, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,SQL,Full Time,2
491,Business Intelligence Developer,AGG Information Technology -,"Nasr City, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Database,Full Time,2
491,Business Intelligence Developer,AGG Information Technology -,"Nasr City, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Power BI,Full Time,2
491,Business Intelligence Developer,AGG Information Technology -,"Nasr City, Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Tableau,Full Time,2
510,Credit analyst,EL-Mobadara -,"Giza, Egypt",· 2 - 5 Yrs of Exp,"12000 To 15000 EGP Per Month, Social - Medical Insurance - Annual Salary Increase",Accounting,Full Time,1
510,Credit analyst,EL-Mobadara -,"Giza, Egypt",· 2 - 5 Yrs of Exp,"12000 To 15000 EGP Per Month, Social - Medical Insurance - Annual Salary Increase",credit,Full Time,1
510,Credit analyst,EL-Mobadara -,"Giza, Egypt",· 2 - 5 Yrs of Exp,"12000 To 15000 EGP Per Month, Social - Medical Insurance - Annual Salary Increase",Financial Analysis,Full Time,1
510,Credit analyst,EL-Mobadara -,"Giza, Egypt",· 2 - 5 Yrs of Exp,"12000 To 15000 EGP Per Month, Social - Medical Insurance - Annual Salary Increase",Finance,Full Time,1
520,PMO Analyst,IT Systems Corporation -,"Cairo, Egypt",· 1+ Yrs of Exp,Confidential,Project Management,Full Time,2
520,PMO Analyst,IT Systems Corporation -,"Cairo, Egypt",· 1+ Yrs of Exp,Confidential,PMO,Full Time,2
520,PMO Analyst,IT Systems Corporation -,"Cairo, Egypt",· 1+ Yrs of Exp,Confidential,Business Analysis,Full Time,2
520,PMO Analyst,IT Systems Corporation -,"Cairo, Egypt",· 1+ Yrs of Exp,Confidential,ERP,Full Time,2
520,PMO Analyst,IT Systems Corporation -,"Cairo, Egypt",· 1+ Yrs of Exp,Confidential,PMP,Full Time,2
520,PMO Analyst,IT Systems Corporation -,"Cairo, Egypt",· 1+ Yrs of Exp,Confidential,Information Technology (IT),Full Time,2
520,PMO Analyst,IT Systems Corporation -,"Cairo, Egypt",· 1+ Yrs of Exp,Confidential,Computer Science,Full Time,2
530,Budget Analyst,Somabay -,"Hurghada, Red Sea, Egypt",· 3 - 5 Yrs of Exp,Confidential,Accounting,Full Time,1
530,Budget Analyst,Somabay -,"Hurghada, Red Sea, Egypt",· 3 - 5 Yrs of Exp,Confidential,Budgeting,Full Time,1
530,Budget Analyst,Somabay -,"Hurghada, Red Sea, Egypt",· 3 - 5 Yrs of Exp,Confidential,ERP,Full Time,1
530,Budget Analyst,Somabay -,"Hurghada, Red Sea, Egypt",· 3 - 5 Yrs of Exp,Confidential,Finance,Full Time,1
530,Budget Analyst,Somabay -,"Hurghada, Red Sea, Egypt",· 3 - 5 Yrs of Exp,Confidential,Financial Analysis,Full Time,1
530,Budget Analyst,Somabay -,"Hurghada, Red Sea, Egypt",· 3 - 5 Yrs of Exp,Confidential,Microsoft Office,Full Time,1
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,Web Development,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,javaScript,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,Java,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,AJAX,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,HTML5,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,JQuery,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,J2EE,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,Information Technology (IT),Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,Software Engineering,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,Software Development,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,Computer Science,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,Security,Full Time,4
531,Java Web Developer,Masaref -,"Cairo, Egypt",· 1+ Yrs of Exp,6000 To 8000 EGP Per Month,C++,Full Time,4
560,Odoo Developer,Confidential -,"Heliopolis, Cairo, Egypt",· 4 - 8 Yrs of Exp,"Confidential, There Is Commission And Bonuses",Odoo,Full Time,4
560,Odoo Developer,Confidential -,"Heliopolis, Cairo, Egypt",· 4 - 8 Yrs of Exp,"Confidential, There Is Commission And Bonuses",HTML,Full Time,4
560,Odoo Developer,Confidential -,"Heliopolis, Cairo, Egypt",· 4 - 8 Yrs of Exp,"Confidential, There Is Commission And Bonuses",JavaScript,Full Time,4
560,Odoo Developer,Confidential -,"Heliopolis, Cairo, Egypt",· 4 - 8 Yrs of Exp,"Confidential, There Is Commission And Bonuses",Python,Full Time,4
560,Odoo Developer,Confidential -,"Heliopolis, Cairo, Egypt",· 4 - 8 Yrs of Exp,"Confidential, There Is Commission And Bonuses",XML,Full Time,4
560,Odoo Developer,Confidential -,"Heliopolis, Cairo, Egypt",· 4 - 8 Yrs of Exp,"Confidential, There Is Commission And Bonuses",PostgreSQL,Full Time,4
560,Odoo Developer,Confidential -,"Heliopolis, Cairo, Egypt",· 4 - 8 Yrs of Exp,"Confidential, There Is Commission And Bonuses",Odoo Development,Full Time,4
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Telecommunication,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,MNOs,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Core,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,VAS,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,SS7,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,VXML,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,ISUP,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,MAP,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,CAP,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,INAP,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,CIP,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,SOAP,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,RBT,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,CCXML,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,C++,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,SQL,Full Time,3
580,C++ Developer,OpenCode -,"Maadi, Cairo, Egypt",· 3+ Yrs of Exp,Confidential,JavaScript,Full Time,3
630,Python Developer,Synergy Markets -,"New Cairo, Cairo, Egypt",· 4 - 7 Yrs of Exp,10000 To 15000 EGP Per Month,back-end,Freelance / Project,1
630,Python Developer,Synergy Markets -,"New Cairo, Cairo, Egypt",· 4 - 7 Yrs of Exp,10000 To 15000 EGP Per Month,front-end,Freelance / Project,1
630,Python Developer,Synergy Markets -,"New Cairo, Cairo, Egypt",· 4 - 7 Yrs of Exp,10000 To 15000 EGP Per Month,Python,Freelance / Project,1
670,Business Development Analyst,Cilantro -,"Maadi, Cairo, Egypt",· 0 - 3 Yrs of Exp,Confidential,Business Development,Full Time,3
670,Business Development Analyst,Cilantro -,"Maadi, Cairo, Egypt",· 0 - 3 Yrs of Exp,Confidential,Business Analysis,Full Time,3
670,Business Development Analyst,Cilantro -,"Maadi, Cairo, Egypt",· 0 - 3 Yrs of Exp,Confidential,Business Analytics,Full Time,3
670,Business Development Analyst,Cilantro -,"Maadi, Cairo, Egypt",· 0 - 3 Yrs of Exp,Confidential,Computer Science,Full Time,3
670,Business Development Analyst,Cilantro -,"Maadi, Cairo, Egypt",· 0 - 3 Yrs of Exp,Confidential,BI,Full Time,3
670,Business Development Analyst,Cilantro -,"Maadi, Cairo, Egypt",· 0 - 3 Yrs of Exp,Confidential,business,Full Time,3
670,Business Development Analyst,Cilantro -,"Maadi, Cairo, Egypt",· 0 - 3 Yrs of Exp,Confidential,Business Administration,Full Time,3
671,HVAC Engineer,Zewail City -,"6th of October, Giza, Egypt",· 5 - 7 Yrs of Exp,"Confidential, Point Based Transportation + Medical & Social Insurance",Engineering,Full Time,1
671,HVAC Engineer,Zewail City -,"6th of October, Giza, Egypt",· 5 - 7 Yrs of Exp,"Confidential, Point Based Transportation + Medical & Social Insurance",HVAC Design,Full Time,1
671,HVAC Engineer,Zewail City -,"6th of October, Giza, Egypt",· 5 - 7 Yrs of Exp,"Confidential, Point Based Transportation + Medical & Social Insurance",HVAC,Full Time,1
671,HVAC Engineer,Zewail City -,"6th of October, Giza, Egypt",· 5 - 7 Yrs of Exp,"Confidential, Point Based Transportation + Medical & Social Insurance",Mechanical Engineering,Full Time,1
671,HVAC Engineer,Zewail City -,"6th of October, Giza, Egypt",· 5 - 7 Yrs of Exp,"Confidential, Point Based Transportation + Medical & Social Insurance",CAD,Full Time,1
671,HVAC Engineer,Zewail City -,"6th of October, Giza, Egypt",· 5 - 7 Yrs of Exp,"Confidential, Point Based Transportation + Medical & Social Insurance",Communication,Full Time,1
671,HVAC Engineer,Zewail City -,"6th of October, Giza, Egypt",· 5 - 7 Yrs of Exp,"Confidential, Point Based Transportation + Medical & Social Insurance",Electrical,Full Time,1
671,HVAC Engineer,Zewail City -,"6th of October, Giza, Egypt",· 5 - 7 Yrs of Exp,"Confidential, Point Based Transportation + Medical & Social Insurance",Electrical Engineering,Full Time,1
671,HVAC Engineer,Zewail City -,"6th of October, Giza, Egypt",· 5 - 7 Yrs of Exp,"Confidential, Point Based Transportation + Medical & Social Insurance",Mechanical,Full Time,1
672,Drupal Developer,42 Group -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Drupal,Part Time,1
672,Drupal Developer,42 Group -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Computer Science,Part Time,1
672,Drupal Developer,42 Group -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,PHP,Part Time,1
672,Drupal Developer,42 Group -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Information Technology (IT),Part Time,1
672,Drupal Developer,42 Group -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Troubleshooting,Part Time,1
672,Drupal Developer,42 Group -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,Confidential,Telecom Engineering,Part Time,1
680,Maintenance Engineer,MB for Engineering -,"Alsadat City, Monufya, Egypt",· 3 - 5 Yrs of Exp,Confidential,Mechanical Engineering,Full Time,1
680,Maintenance Engineer,MB for Engineering -,"Alsadat City, Monufya, Egypt",· 3 - 5 Yrs of Exp,Confidential,Engineering,Full Time,1
680,Maintenance Engineer,MB for Engineering -,"Alsadat City, Monufya, Egypt",· 3 - 5 Yrs of Exp,Confidential,Maintenance,Full Time,1
680,Maintenance Engineer,MB for Engineering -,"Alsadat City, Monufya, Egypt",· 3 - 5 Yrs of Exp,Confidential,Maintenance Engineering,Full Time,1
710,Software Engineer,Confidential -,"Dokki, Giza, Egypt",· 3 - 7 Yrs of Exp,Confidential,Mobile Development,Full Time,1
710,Software Engineer,Confidential -,"Dokki, Giza, Egypt",· 3 - 7 Yrs of Exp,Confidential,Software Development,Full Time,1
710,Software Engineer,Confidential -,"Dokki, Giza, Egypt",· 3 - 7 Yrs of Exp,Confidential,Software Engineering,Full Time,1
710,Software Engineer,Confidential -,"Dokki, Giza, Egypt",· 3 - 7 Yrs of Exp,Confidential,UI,Full Time,1
710,Software Engineer,Confidential -,"Dokki, Giza, Egypt",· 3 - 7 Yrs of Exp,Confidential,Programming,Full Time,1
710,Software Engineer,Confidential -,"Dokki, Giza, Egypt",· 3 - 7 Yrs of Exp,Confidential,PHP,Full Time,1
710,Software Engineer,Confidential -,"Dokki, Giza, Egypt",· 3 - 7 Yrs of Exp,Confidential,Computer Engineering,Full Time,1
710,Software Engineer,Confidential -,"Dokki, Giza, Egypt",· 3 - 7 Yrs of Exp,Confidential,Computer Science,Full Time,1
710,Software Engineer,Confidential -,"Dokki, Giza, Egypt",· 3 - 7 Yrs of Exp,Confidential,Information Technology (IT),Full Time,1
720,Quality Engineer,Ideal Standard International Egypt -,"10th of Ramadan City, Sharqia, Egypt",· 3 - 5 Yrs of Exp,Confidential,quality,Full Time,1
720,Quality Engineer,Ideal Standard International Egypt -,"10th of Ramadan City, Sharqia, Egypt",· 3 - 5 Yrs of Exp,Confidential,Quality Control,Full Time,1
720,Quality Engineer,Ideal Standard International Egypt -,"10th of Ramadan City, Sharqia, Egypt",· 3 - 5 Yrs of Exp,Confidential,Quality Assurance,Full Time,1
720,Quality Engineer,Ideal Standard International Egypt -,"10th of Ramadan City, Sharqia, Egypt",· 3 - 5 Yrs of Exp,Confidential,Applied Arts,Full Time,1
720,Quality Engineer,Ideal Standard International Egypt -,"10th of Ramadan City, Sharqia, Egypt",· 3 - 5 Yrs of Exp,Confidential,Communication skills,Full Time,1
720,Quality Engineer,Ideal Standard International Egypt -,"10th of Ramadan City, Sharqia, Egypt",· 3 - 5 Yrs of Exp,Confidential,Engineering,Full Time,1
721,iOS Developer,Restart Technology -,"Heliopolis, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Information Technology (IT),Full Time,2
721,iOS Developer,Restart Technology -,"Heliopolis, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,iOS,Full Time,2
721,iOS Developer,Restart Technology -,"Heliopolis, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,REST,Full Time,2
721,iOS Developer,Restart Technology -,"Heliopolis, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Mobile Development,Full Time,2
721,iOS Developer,Restart Technology -,"Heliopolis, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Software Development,Full Time,2
721,iOS Developer,Restart Technology -,"Heliopolis, Cairo, Egypt",· 2 - 3 Yrs of Exp,Confidential,Computer Science,Full Time,2
740,IT Analyst,Air Arabia -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,"Confidential, Medical Life Insurance",Analysis,Full Time,1
740,IT Analyst,Air Arabia -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,"Confidential, Medical Life Insurance",IT,Full Time,1
740,IT Analyst,Air Arabia -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,"Confidential, Medical Life Insurance",Java,Full Time,1
740,IT Analyst,Air Arabia -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,"Confidential, Medical Life Insurance",JavaScript,Full Time,1
740,IT Analyst,Air Arabia -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,"Confidential, Medical Life Insurance",Information Technology (IT),Full Time,1
740,IT Analyst,Air Arabia -,"Cairo, Egypt",· 3 - 5 Yrs of Exp,"Confidential, Medical Life Insurance",Computer Science,Full Time,1
741,Business Analyst,Youxel -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Business Analysis,Full Time,2
741,Business Analyst,Youxel -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Information Technology (IT),Full Time,2
741,Business Analyst,Youxel -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Engineering,Full Time,2
741,Business Analyst,Youxel -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Software Development,Full Time,2
741,Business Analyst,Youxel -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Software,Full Time,2
741,Business Analyst,Youxel -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Software Engineering,Full Time,2
741,Business Analyst,Youxel -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Computer Science,Full Time,2
741,Business Analyst,Youxel -,"Cairo, Egypt",· 3+ Yrs of Exp,Confidential,Computer Engineering,Full Time,2
750,ADF Developer,Allianz -,"New Cairo, Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,ADF,Full Time,1
750,ADF Developer,Allianz -,"New Cairo, Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,Information Technology (IT),Full Time,1
750,ADF Developer,Allianz -,"New Cairo, Cairo, Egypt",· 1 - 3 Yrs of Exp,Confidential,Java,Full Time,1
780,Quality Engineer,Gest For Metals -,"10th of Ramadan City, Sharqia, Egypt",· 5+ Yrs of Exp,Confidential,Quality Control,Full Time,1
780,Quality Engineer,Gest For Metals -,"10th of Ramadan City, Sharqia, Egypt",· 5+ Yrs of Exp,Confidential,Manufacturing,Full Time,1
780,Quality Engineer,Gest For Metals -,"10th of Ramadan City, Sharqia, Egypt",· 5+ Yrs of Exp,Confidential,Quality Assurance,Full Time,1
780,Quality Engineer,Gest For Metals -,"10th of Ramadan City, Sharqia, Egypt",· 5+ Yrs of Exp,Confidential,Engineering,Full Time,1
790,Materials Engineer,Mobica -,"Abu Rawash, Giza, Egypt",· 2 - 5 Yrs of Exp,Confidential,Civil Engineering,Full Time,1
790,Materials Engineer,Mobica -,"Abu Rawash, Giza, Egypt",· 2 - 5 Yrs of Exp,Confidential,Production,Full Time,1
790,Materials Engineer,Mobica -,"Abu Rawash, Giza, Egypt",· 2 - 5 Yrs of Exp,Confidential,Engineering,Full Time,1
790,Materials Engineer,Mobica -,"Abu Rawash, Giza, Egypt",· 2 - 5 Yrs of Exp,Confidential,Mechanical Engineering,Full Time,1
790,Materials Engineer,Mobica -,"Abu Rawash, Giza, Egypt",· 2 - 5 Yrs of Exp,Confidential,Materials,Full Time,1
790,Materials Engineer,Mobica -,"Abu Rawash, Giza, Egypt",· 2 - 5 Yrs of Exp,Confidential,AutoCAD,Full Time,1
790,Materials Engineer,Mobica -,"Abu Rawash, Giza, Egypt",· 2 - 5 Yrs of Exp,Confidential,Manufacturing,Full Time,1
790,Materials Engineer,Mobica -,"Abu Rawash, Giza, Egypt",· 2 - 5 Yrs of Exp,Confidential,Materials Science,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Odoo,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Software Development,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,GitHub,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,HTML,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,PostgreSQL,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,JavaScript,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,JQuery,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,ORM,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Computer Science,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Information Technology (IT),Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Software Engineering,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,SQL,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,APIs,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,GIT,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,XML,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Odoo Development,Full Time,1
820,Odoo Developer,Yodawy -,"Mohandessin, Giza, Egypt",· 2 - 4 Yrs of Exp,Confidential,Odoo ERP,Full Time,1
